Order_ID,ProdPrice,Quantity,Discount,Profit
CA-2011-115259,4.72,2,0.2,1.652
CA-2011-115259,23.976,3,0.2,7.4925
CA-2011-115259,130.464,6,0.2,44.0316
CA-2012-110457,787.53,3,0,165.3813
US-2012-136476,157.794,1,0.7,-115.7156
CA-2013-103730,47.04,3,0,18.3456
CA-2013-103730,30.84,4,0,13.878
CA-2013-103730,226.56,6,0,63.4368
CA-2013-103730,115.02,9,0,51.759
CA-2013-103730,68.04,7,0,19.7316
US-2011-152030,600.558,3,0.3,-8.5794
US-2011-134614,617.7,6,0.5,-407.682
US-2014-107272,2.388,2,0.7,-1.8308
US-2014-107272,243.992,7,0.2,30.499
US-2013-125969,81.424,2,0.2,-9.1602
US-2013-125969,238.56,3,0,26.2416
US-2014-164147,59.97,5,0.4,-11.994
US-2014-164147,78.304,2,0.2,29.364
US-2014-164147,21.456,9,0.2,6.9732
CA-2013-145583,20.04,3,0,9.6192
CA-2013-145583,35.44,1,0,16.6568
CA-2013-145583,11.52,4,0,3.456
CA-2013-145583,4.02,2,0,1.9698
CA-2013-145583,76.176,3,0.2,26.6616
CA-2013-145583,65.88,6,0,18.4464
CA-2013-145583,43.12,14,0,20.6976
CA-2013-110366,82.8,2,0.2,10.35
CA-2014-106180,8.82,3,0,2.3814
CA-2014-106180,10.86,3,0,5.1042
CA-2014-106180,143.7,3,0,68.976
CA-2014-155376,839.43,3,0,218.2518
CA-2012-110744,671.93,7,0,20.1579
CA-2011-110072,93.888,4,0.2,12.9096
CA-2013-114489,384.45,11,0,103.8015
CA-2013-114489,149.97,3,0,5.9988
CA-2013-114489,1951.84,8,0,585.552
CA-2013-114489,171.55,5,0,80.6285
CA-2013-158834,157.92,5,0.2,17.766
CA-2013-158834,203.184,2,0.2,15.2388
CA-2012-124919,58.38,7,0,26.271
CA-2012-124919,105.52,4,0,48.5392
CA-2012-124919,80.88,6,0,21.0288
CA-2012-118948,6.63,3,0,1.7901
CA-2011-104269,457.568,2,0.2,51.4764
CA-2013-114104,14.62,2,0,6.8714
CA-2013-114104,944.93,7,0,236.2325
CA-2013-162733,5.98,1,0,2.691
CA-2012-119697,54.384,2,0.2,1.3596
CA-2013-154508,28.4,5,0,13.348
CA-2013-113817,27.68,2,0.2,9.688
CA-2011-139892,9.936,3,0.2,2.7324
CA-2011-139892,8159.952,8,0.4,-1359.992
CA-2011-139892,275.928,3,0.2,-58.6347
CA-2011-139892,1740.06,9,0.3,-24.858
CA-2011-139892,32.064,6,0.2,6.8136
CA-2011-139892,177.98,5,0.8,-453.849
CA-2011-139892,143.976,3,0.2,8.9985
CA-2011-118962,20.94,3,0,9.8418
CA-2011-118962,110.96,2,0,53.2608
CA-2011-118962,340.144,7,0.2,21.259
US-2011-100853,52.448,2,0.8,-131.12
US-2011-100853,20.16,4,0.2,6.552
US-2014-152366,97.264,4,0.8,-243.16
US-2012-101511,396.802,7,0.3,-11.3372
US-2012-101511,15.88,5,0.2,-3.7715
CA-2012-137225,3.28,1,0,1.4104
CA-2011-166191,24.816,2,0.2,1.8612
CA-2011-166191,408.744,7,0.2,76.6395
CA-2011-158274,503.96,4,0,131.0296
CA-2011-158274,149.95,5,0,41.986
CA-2011-158274,29,2,0,7.25
CA-2013-105018,7.16,2,0,3.4368
CA-2011-123260,176.8,8,0,22.984
CA-2013-157000,37.224,3,0.2,3.7224
CA-2013-157000,20.016,3,0.2,6.255
CA-2012-102281,899.136,4,0.2,112.392
CA-2012-102281,71.76,6,0,20.0928
CA-2012-102281,51.84,8,0,24.8832
CA-2012-102281,626.352,3,0.2,46.9764
CA-2012-102281,19.9,5,0,6.567
CA-2012-131457,14.28,7,0,6.7116
CA-2011-140004,7.408,2,0.2,1.2038
CA-2011-140004,6.048,3,0.2,1.5876
CA-2014-107720,46.26,3,0,12.0276
US-2014-124303,2.946,2,0.7,-2.2586
US-2014-124303,16.056,3,0.2,5.8203
CA-2014-105074,21.744,3,0.2,6.795
CA-2011-133690,218.75,2,0.5,-161.875
CA-2011-133690,2.6,1,0.2,0.2925
US-2014-116701,66.284,2,0.8,-178.9668
CA-2014-126382,35.168,7,0.2,9.6712
CA-2014-108329,444.768,4,0.2,44.4768
CA-2014-135860,83.92,4,0,5.8744
CA-2014-135860,131.98,2,0,35.6346
CA-2014-135860,15.92,4,0,7.4824
CA-2014-135860,52.29,9,0,16.2099
CA-2014-135860,91.99,1,0,3.6796
CA-2012-101007,20.8,2,0.2,6.5
CA-2012-146262,23.68,2,0.2,8.88
CA-2012-146262,452.45,5,0.5,-244.323
CA-2012-146262,62.982,3,0.4,-14.6958
CA-2012-146262,1188,9,0.7,-950.4
CA-2012-146262,89.584,2,0.2,4.4792
CA-2013-130162,93.06,6,0,26.0568
CA-2013-130162,302.376,3,0.2,22.6782
CA-2012-169397,5.584,2,0.2,1.8148
CA-2012-169397,22.704,6,0.2,8.2302
CA-2012-169397,19.776,4,0.7,-13.8432
CA-2012-169397,72.704,4,0.2,19.0848
CA-2012-169397,479.988,4,0.7,-383.9904
CA-2012-169397,27.168,2,0.2,2.7168
CA-2012-163055,2.2,1,0,0.968
CA-2012-163055,622.45,5,0,136.939
CA-2012-163055,21.98,1,0,0.2198
US-2012-145436,161.568,2,0.2,-28.2744
US-2012-145436,389.696,8,0.2,43.8408
US-2011-156216,18.648,7,0.7,-12.432
US-2014-100930,233.86,2,0.45,-102.048
US-2014-100930,620.6145,3,0.45,-248.2458
US-2014-100930,5.328,2,0.7,-3.552
US-2014-100930,258.072,3,0.2,0
US-2014-100930,617.976,3,0.2,-7.7247
CA-2014-160514,10.56,2,0,4.752
CA-2013-157749,25.92,5,0.2,9.396
CA-2013-157749,419.68,5,0.6,-356.728
CA-2013-157749,11.688,3,0.6,-4.6752
CA-2013-157749,31.984,2,0.2,11.1944
CA-2013-157749,177.225,5,0.5,-120.513
CA-2013-157749,4.044,3,0.6,-2.8308
CA-2013-157749,7.408,2,0.2,1.2038
CA-2011-131926,2001.86,7,0,580.5394
CA-2011-131926,166.72,2,0,41.68
CA-2011-131926,47.88,6,0,23.94
CA-2011-131926,1503.25,5,0,496.0725
CA-2011-131926,25.92,4,0,12.4416
CA-2013-154739,321.568,2,0.2,28.1372
CA-2013-145625,7.61,1,0,3.5767
CA-2013-145625,3347.37,13,0,636.0003
CA-2013-146941,80.58,6,0,22.5624
CA-2013-146941,361.92,4,0,162.864
US-2012-159982,12.132,9,0.6,-8.4924
US-2012-159982,82.368,2,0.2,-19.5624
US-2012-159982,53.92,5,0.2,4.044
US-2012-159982,647.904,6,0.2,56.6916
CA-2014-163139,20.37,3,0,6.9258
CA-2014-163139,221.55,3,0,6.6465
CA-2014-163139,17.52,5,0.2,6.132
US-2014-155299,1.624,2,0.8,-4.466
US-2011-106992,3059.982,3,0.4,-509.997
US-2011-106992,2519.958,7,0.4,-251.9958
CA-2013-125318,328.224,4,0.2,28.7196
CA-2012-155040,79.9,2,0,35.156
CA-2014-136826,14.016,3,0.2,4.7304
CA-2013-111010,7.56,6,0,0.3024
US-2014-145366,37.208,1,0.2,-7.4416
US-2014-145366,57.576,3,0.2,21.591
CA-2014-163979,725.84,4,0,210.4936
CA-2012-155334,209.93,7,0,92.3692
CA-2012-155334,5.28,3,0,2.3232
CA-2012-155334,10.92,3,0.2,4.095
CA-2014-118136,8.82,2,0,4.0572
CA-2014-118136,5.98,1,0,1.5548
CA-2014-132976,11.648,2,0.2,4.0768
CA-2014-132976,18.176,4,0.2,5.9072
CA-2014-132976,59.712,6,0.2,5.9712
CA-2014-132976,24.84,3,0.2,8.694
US-2012-161991,2.08,5,0.8,-3.432
US-2012-161991,1114.4,7,0.2,376.11
CA-2012-130890,1038.84,5,0.2,51.942
CA-2012-130883,141.76,5,0.2,47.844
CA-2012-130883,239.8,5,0.2,47.96
CA-2012-130883,31.104,6,0.2,10.8864
CA-2013-112697,254.058,7,0.7,-169.372
CA-2013-112697,194.528,2,0.2,24.316
CA-2013-112697,961.48,5,0.2,-204.3145
CA-2013-110772,19.096,7,0.2,6.6836
CA-2013-110772,18.496,8,0.2,6.2424
CA-2013-110772,255.984,2,0.2,54.3966
CA-2013-110772,86.97,3,0.5,-48.7032
CA-2011-111451,300.416,8,0.2,78.8592
CA-2011-111451,230.352,3,0.2,20.1558
CA-2011-111451,218.352,3,0.2,-24.5646
CA-2011-111451,78.6,5,0.7,-62.88
CA-2011-111451,27.552,3,0.2,9.2988
CA-2013-142545,32.4,5,0,15.552
CA-2013-142545,1082.48,8,0,10.8248
CA-2013-142545,56.91,3,0,27.3168
CA-2013-142545,77.6,4,0,38.024
CA-2013-142545,14.28,1,0,6.5688
US-2014-152380,219.075,3,0.5,-131.445
CA-2012-144253,26.8,2,0,12.864
CA-2011-130960,9.84,3,0,2.8536
CA-2011-111003,45.48,3,0,20.9208
CA-2011-111003,289.2,6,0,83.868
CA-2014-126774,4.89,1,0,2.0049
CA-2013-142902,15.136,4,0.2,3.5948
CA-2013-142902,466.768,2,0.2,52.5114
CA-2013-142902,15.232,1,0.2,1.7136
CA-2013-142902,6.264,3,0.2,2.0358
CA-2011-120887,87.54,3,0,37.6422
CA-2011-167850,178.384,2,0.2,22.298
CA-2011-167850,15.552,3,0.2,5.4432
CA-2011-164259,99.136,4,0.2,8.6744
CA-2011-164973,135.882,1,0.1,24.1568
CA-2011-164973,3991.98,2,0,1995.99
CA-2011-164973,275.94,6,0,80.0226
CA-2011-164973,360,4,0,129.6
CA-2011-164973,43.57,1,0,13.071
CA-2011-156601,7.16,2,0,3.58
CA-2013-162138,251.52,6,0.2,81.744
CA-2013-162138,99.99,1,0,34.9965
CA-2014-153339,15.992,1,0.2,0.9995
US-2013-141544,290.898,3,0.4,-67.8762
US-2013-141544,54.224,2,0.2,3.389
US-2013-141544,786.744,4,0.3,-258.5016
US-2013-141544,100.24,10,0.2,33.831
US-2013-141544,37.764,6,0.7,-27.6936
US-2013-150147,82.8,2,0.4,-20.7
US-2013-150147,20.724,2,0.7,-13.816
US-2013-150147,4.896,3,0.7,-3.4272
CA-2012-137946,4.752,1,0.2,1.6038
CA-2012-137946,959.984,2,0.2,335.9944
CA-2012-137946,14.368,4,0.2,4.49
CA-2011-129924,7.712,2,0.2,2.7956
CA-2011-129924,698.352,3,0.2,-17.4588
CA-2012-128167,4.96,4,0,2.3312
CA-2011-122336,17.856,4,0.2,1.116
CA-2011-122336,509.97,10,0.7,-407.976
CA-2011-122336,30.992,13,0.2,10.0724
CA-2011-122336,71.928,12,0.4,8.3916
US-2012-120712,88.8,4,0.2,-2.22
CA-2014-169901,47.976,3,0.2,4.7976
CA-2014-134306,7.56,3,0,3.0996
CA-2014-134306,24.56,2,0,11.5432
CA-2014-134306,12.96,2,0,4.1472
CA-2013-129714,6.79,1,0,2.3086
CA-2013-129714,24.56,2,0,11.5432
CA-2013-129714,3.048,1,0.2,1.0668
CA-2013-129714,49.12,4,0,23.0864
CA-2013-129714,4355.168,4,0.2,1415.4296
CA-2013-138520,388.704,6,0.2,-4.8588
CA-2013-138520,8.26,2,0,3.7996
CA-2013-138520,17.04,4,0,6.9864
CA-2013-138520,34.4,5,0,15.824
CA-2013-130001,36.24,5,0.2,11.325
CA-2014-155698,647.84,8,0,168.4384
CA-2014-155698,20.7,2,0,9.936
CA-2014-144904,20.7,2,0,9.936
CA-2014-144904,488.646,3,0.1,86.8704
CA-2014-144904,5.56,2,0,1.4456
CA-2014-144904,47.12,8,0,20.7328
CA-2011-123344,211.96,4,0,8.4784
CA-2013-155516,23.2,4,0,10.44
CA-2013-155516,7.36,2,0,0.1472
CA-2013-155516,104.79,7,0,29.3412
CA-2013-155516,1043.92,4,0,271.4192
CA-2014-104745,25.92,5,0.2,9.396
CA-2014-104745,53.424,3,0.2,4.6746
US-2011-119137,8.16,5,0.7,-5.712
US-2011-119137,1023.936,8,0.2,179.1888
US-2011-119137,9.24,1,0.2,0.924
US-2011-119137,479.04,10,0.2,-29.94
US-2013-134656,99.136,4,0.2,30.98
US-2014-134481,1488.424,7,0.3,-297.6848
CA-2012-130792,8.652,3,0.8,-20.3322
CA-2012-130792,23.832,3,0.2,2.6811
CA-2012-130792,12.176,4,0.8,-18.8728
CA-2013-134775,50.96,7,0,25.48
CA-2013-134775,49.536,3,0.2,17.3376
CA-2012-125395,41.9,2,0,8.799
US-2012-168935,375.4575,3,0.45,-157.0095
US-2012-168935,83.976,3,0.2,-1.0497
CA-2012-122756,482.34,4,0.7,-337.638
CA-2012-122756,2.96,1,0.2,0.777
CA-2011-115973,2.624,1,0.2,0.4264
CA-2014-101798,23.36,4,0.2,7.884
CA-2014-101798,39.98,2,0,13.5932
US-2011-135972,246.384,2,0.2,27.7182
US-2011-135972,1799.97,3,0,701.9883
US-2011-134971,12.462,3,0.8,-20.5623
CA-2014-102946,75.792,3,0.2,25.5798
CA-2014-165603,49.96,2,0,9.4924
CA-2014-165603,12.96,2,0,6.2208
CA-2012-122259,70.12,4,0,21.036
CA-2013-108987,35.952,3,0.2,3.5952
CA-2013-108987,2396.2656,4,0.32,-317.1528
CA-2013-108987,131.136,4,0.2,-32.784
CA-2013-108987,57.584,2,0.2,0.7198
CA-2011-113166,9.568,2,0.2,3.4684
CA-2011-155208,39.072,6,0.2,9.768
CA-2014-117933,35.91,3,0,9.6957
CA-2014-117457,179.95,5,0,37.7895
CA-2014-117457,1199.976,3,0.2,434.9913
CA-2014-117457,27.15,5,0,13.3035
CA-2014-117457,1004.024,7,0.2,-112.9527
CA-2014-117457,9.68,1,0,4.6464
CA-2014-117457,28.35,9,0,13.608
CA-2014-117457,55.98,1,0,27.4302
CA-2014-117457,1336.829,13,0.15,31.4548
CA-2014-117457,113.568,2,0.2,-18.4548
CA-2014-142636,139.86,7,0,65.7342
CA-2014-142636,307.136,4,0.2,26.8744
CA-2014-122105,95.92,8,0,25.8984
CA-2013-148796,383.8,5,0.2,38.38
CA-2014-154816,5.78,1,0,2.8322
CA-2014-110478,9.32,4,0,2.7028
CA-2014-110478,15.25,1,0,7.015
CA-2011-142048,196.752,6,0.2,56.5662
CA-2014-125388,56.56,4,0,14.7056
CA-2014-125388,32.7,3,0,8.502
CA-2014-155705,866.4,4,0,225.264
CA-2014-149160,28.4,2,0,11.076
CA-2014-149160,287.92,8,0,138.2016
CA-2011-101476,69.99,1,0,30.0957
CA-2014-152275,6.672,6,0.2,0.5004
US-2013-123750,189.588,2,0.7,-145.3508
US-2013-123750,408.744,7,0.2,76.6395
US-2013-123750,291.96,5,0.2,54.7425
US-2013-123750,4.768,2,0.2,-0.7748
CA-2013-127369,714.3,5,0,207.147
US-2011-150574,4.812,2,0.7,-3.6892
US-2011-150574,247.8,5,0.2,-18.585
CA-2013-147375,1007.979,3,0.3,43.1991
CA-2013-147375,313.488,7,0.2,113.6394
CA-2014-130043,31.872,8,0.2,11.5536
CA-2014-157252,207.846,3,0.1,2.3094
CA-2013-115756,12.22,1,0,3.666
CA-2013-115756,194.94,3,0,23.3928
CA-2013-115756,70.95,3,0,20.5755
CA-2013-115756,91.36,4,0,42.0256
CA-2013-115756,242.94,3,0,29.1528
CA-2013-115756,22.05,7,0,10.584
CA-2014-154214,2.91,1,0,1.3677
CA-2013-166674,59.52,3,0,15.4752
CA-2013-166674,161.94,3,0,9.7164
CA-2013-166674,263.88,6,0,71.2476
CA-2013-166674,30.48,3,0,7.9248
CA-2013-166674,9.84,3,0,2.8536
CA-2013-166674,35.12,4,0,9.1312
CA-2014-147277,284.364,2,0.4,-75.8304
CA-2014-147277,665.408,2,0.2,66.5408
CA-2013-100153,63.88,4,0,24.9132
US-2011-110674,129.568,2,0.2,-24.294
US-2013-157945,747.558,3,0.3,-96.1146
US-2013-157945,8.928,2,0.2,3.348
CA-2012-109638,103.92,4,0,36.372
CA-2012-109638,899.91,9,0,377.9622
CA-2012-109638,51.312,3,0.2,18.6006
CA-2013-109869,23.56,5,0.2,7.068
CA-2013-109869,1272.63,6,0.5,-814.4832
CA-2013-109869,28.485,5,0.7,-20.889
CA-2013-109869,185.376,2,0.2,-34.758
CA-2013-109869,78.272,2,0.2,5.8704
US-2012-101399,254.744,7,0.6,-312.0614
CA-2014-154907,205.3328,2,0.32,-36.2352
US-2013-100419,4.788,3,0.8,-7.9002
CA-2012-154144,55.48,1,0,26.6304
CA-2011-144666,340.92,3,0,3.4092
CA-2011-144666,222.666,2,0.15,10.4784
CA-2011-144666,703.968,4,0.2,87.996
CA-2011-144666,92.52,6,0,24.9804
CA-2011-144666,62.65,7,0,28.819
CA-2011-144666,94.85,5,0,45.528
CA-2013-103891,95.76,6,0.2,7.182
CA-2013-152632,40.2,3,0,19.296
CA-2013-100790,14.7,5,0,6.615
CA-2013-100790,704.25,5,0,84.51
CA-2011-134677,9.09,3,0,1.9089
CA-2011-127691,5.96,2,0,1.6688
CA-2011-127691,159.98,2,0,57.5928
CA-2014-140963,29.6,2,0,14.8
CA-2014-140963,514.165,5,0.15,-30.245
CA-2014-140963,279.96,5,0.2,17.4975
CA-2011-154627,2735.952,6,0.2,341.994
CA-2011-133753,7.992,1,0.2,0.5994
CA-2011-133753,63.984,2,0.2,10.3974
CA-2011-133753,70.368,2,0.2,6.1572
CA-2011-113362,449.15,5,0,8.983
CA-2011-113362,11.07,3,0,5.0922
CA-2013-169166,93.98,2,0,13.1572
US-2013-120929,189.882,3,0.4,-94.941
CA-2012-134782,105.42,2,0,51.6558
CA-2013-126158,119.616,8,0.2,40.3704
CA-2013-126158,255.76,4,0,81.8432
CA-2013-126158,241.568,2,0.2,18.1176
CA-2013-126158,69.3,9,0,22.869
US-2013-105578,22.62,2,0.7,-15.08
US-2013-105578,14.952,2,0.7,-11.9616
US-2013-105578,801.568,2,0.2,50.098
US-2013-105578,2.376,3,0.7,-1.9008
US-2013-105578,32.792,1,0.2,11.8871
CA-2014-134978,15.92,5,0.2,5.373
CA-2012-145352,2.74,1,0,0.7398
CA-2012-145352,8.34,3,0,2.1684
CA-2012-145352,46.74,3,0,11.685
CA-2012-145352,6354.95,5,0,3177.475
CA-2014-135307,126.3,3,0,40.416
CA-2014-135307,38.04,2,0,12.1728
CA-2013-106341,7.152,3,0.2,0.7152
CA-2014-163405,6.63,3,0,1.7901
CA-2014-163405,5.88,2,0,1.7052
CA-2014-127432,2999.95,5,0,1379.977
CA-2014-127432,51.45,3,0,13.8915
CA-2014-127432,11.96,2,0,5.382
CA-2014-127432,1126.02,3,0,56.301
CA-2012-157812,18.392,1,0.2,5.2877
CA-2012-157812,129.568,2,0.2,-25.9136
CA-2012-157812,14.112,9,0.8,-21.168
CA-2014-145142,210.98,2,0,21.098
US-2013-139486,55.176,3,0.2,-12.4146
US-2013-139486,66.26,2,0,27.1666
CA-2012-158792,22.2,5,0,10.434
CA-2014-113558,683.952,3,0.2,42.747
CA-2014-113558,45.696,3,0.2,5.1408
US-2012-138303,36.336,3,0.2,-7.2672
US-2012-138303,666.248,1,0.2,-149.9058
US-2012-138303,52.512,6,0.2,19.692
CA-2012-102848,190.72,1,0.2,11.92
US-2014-129441,47.94,3,0,2.397
CA-2013-168753,979.95,5,0,274.386
CA-2013-168753,22.75,5,0,11.375
CA-2013-126613,16.768,2,0.2,1.4672
US-2014-122637,42.616,7,0.8,-68.1856
CA-2012-147851,10.752,4,0.2,3.36
CA-2012-134894,152.94,3,0,41.2938
CA-2012-134894,283.92,4,0,70.98
CA-2011-140795,468.9,6,0,206.316
CA-2013-136924,380.864,8,0.2,38.0864
US-2012-120131,646.776,9,0.2,-145.5246
CA-2011-103849,58.112,2,0.2,7.264
CA-2011-103849,100.792,1,0.2,6.2995
CA-2011-103849,66.112,4,0.6,-84.2928
CA-2014-162929,41.28,6,0.2,13.932
CA-2014-162929,13.36,2,0,6.4128
CA-2012-113173,250.272,9,0.2,15.642
CA-2012-113173,11.364,3,0.8,-17.046
CA-2012-113173,8.72,5,0.2,-1.744
CA-2013-136406,1121.568,2,0.2,0
CA-2014-112774,34.504,1,0.2,6.0382
CA-2014-101945,10.824,3,0.2,2.5707
CA-2014-100650,1295.78,2,0,310.9872
CA-2011-155852,19.456,4,0.2,3.4048
CA-2013-113243,20.7,2,0,9.936
CA-2013-113243,1335.68,4,0.2,-217.048
CA-2013-113243,32.4,5,0,15.552
CA-2014-118731,42.6,3,0,16.614
CA-2014-118731,84.056,7,0.2,27.3182
CA-2011-145576,13,5,0.2,1.3
CA-2011-145576,13.128,3,0.2,3.7743
CA-2012-130736,3.96,2,0,0
CA-2012-130736,2.61,1,0,1.2006
CA-2014-137099,374.376,3,0.2,46.797
CA-2014-156951,91.84,8,0,45.0016
CA-2014-156951,81.088,7,0.2,27.3672
CA-2014-156951,19.44,3,0,9.3312
CA-2014-156951,451.152,3,0.2,0
CA-2014-164826,72.45,7,0,34.776
CA-2014-164826,13.96,4,0,6.4216
CA-2014-164826,33.264,7,0.2,11.2266
CA-2014-164826,14.85,3,0,4.0095
CA-2013-127250,8.82,3,0,2.3814
CA-2012-149713,160.72,14,0,78.7528
CA-2012-149713,19.92,4,0,9.7608
CA-2012-149713,7.3,2,0,2.19
CA-2014-118640,69.712,2,0.2,8.714
CA-2014-118640,8.792,1,0.6,-5.7148
CA-2012-132906,51.52,4,0,1.5456
CA-2014-145233,470.376,3,0.2,52.9173
CA-2014-145233,105.584,2,0.2,9.2386
CA-2014-145233,31.152,3,0.2,3.5046
CA-2014-145233,6.783,7,0.7,-4.7481
CA-2014-145233,406.368,4,0.2,30.4776
CA-2012-128139,70.98,1,0,4.9686
CA-2012-128139,294.93,3,0,144.5157
US-2013-156986,84.784,2,0.2,-20.1362
US-2013-156986,20.736,4,0.2,7.2576
US-2013-156986,16.821,3,0.7,-12.8961
US-2013-156986,10.368,2,0.2,3.6288
CA-2011-135405,9.344,2,0.2,1.168
CA-2011-135405,31.2,3,0.2,9.75
CA-2011-131450,76.12,2,0,22.0748
CA-2011-131450,1199.976,3,0.2,434.9913
CA-2011-131450,445.96,5,0.2,55.745
CA-2011-131450,327.76,8,0,91.7728
CA-2013-120180,11.632,2,0.2,1.0178
US-2013-100720,143.982,3,0.4,-28.7964
US-2013-100720,494.376,4,0.4,-115.3544
US-2013-100720,5.84,2,0.2,0.73
CA-2011-149958,142.776,1,0.2,17.847
CA-2011-149958,45.696,3,0.2,5.1408
CA-2011-149958,7.218,3,0.7,-5.5338
CA-2011-149958,43.188,4,0.7,-31.6712
CA-2011-149958,131.904,3,0.2,47.8152
US-2011-105767,3.282,2,0.7,-2.6256
US-2011-105767,21.168,9,0.2,2.3814
