Order_ID,Order_Date,Ship_Date,Ship_Mode,Country,City,State,Postal_Code,Region
US-2014-118038,2014-12-10,2014-12-12,First Class,United States,Houston,Texas,77041,Central
US-2011-147606,2011-11-26,2011-12-01,Second Class,United States,Houston,Texas,77070,Central
CA-2013-127208,2013-06-13,2013-06-16,First Class,United States,Decatur,Alabama,35601,South
CA-2013-127208,2013-06-13,2013-06-16,First Class,United States,Decatur,Alabama,35601,South
CA-2011-139451,2011-10-12,2011-10-16,Standard Class,United States,San Francisco,California,94122,West
CA-2011-139451,2011-10-12,2011-10-16,Standard Class,United States,San Francisco,California,94122,West
CA-2012-149734,2012-09-03,2012-09-08,Standard Class,United States,Durham,North Carolina,27707,South
US-2014-119662,2014-11-14,2014-11-17,First Class,United States,Chicago,Illinois,60623,Central
CA-2014-140088,2014-05-29,2014-05-31,Second Class,United States,Columbia,South Carolina,29203,South
CA-2014-155558,2014-10-27,2014-11-03,Standard Class,United States,Rochester,Minnesota,55901,Central
CA-2014-155558,2014-10-27,2014-11-03,Standard Class,United States,Rochester,Minnesota,55901,Central
CA-2013-159695,2013-04-06,2013-04-11,Second Class,United States,Houston,Texas,77095,Central
CA-2013-109806,2013-09-18,2013-09-23,Standard Class,United States,Los Angeles,California,90036,West
CA-2013-109806,2013-09-18,2013-09-23,Standard Class,United States,Los Angeles,California,90036,West
CA-2013-109806,2013-09-18,2013-09-23,Standard Class,United States,Los Angeles,California,90036,West
CA-2012-149587,2012-01-31,2012-02-05,Second Class,United States,Minneapolis,Minnesota,55407,Central
CA-2012-149587,2012-01-31,2012-02-05,Second Class,United States,Minneapolis,Minnesota,55407,Central
CA-2012-149587,2012-01-31,2012-02-05,Second Class,United States,Minneapolis,Minnesota,55407,Central
US-2014-109484,2014-11-07,2014-11-13,Standard Class,United States,Portland,Oregon,97206,West
CA-2014-161018,2014-11-10,2014-11-12,Second Class,United States,New York City,New York,10009,East
CA-2014-157833,2014-06-18,2014-06-21,First Class,United States,San Francisco,California,94122,West
CA-2013-149223,2013-09-07,2013-09-12,Standard Class,United States,Saint Paul,Minnesota,55106,Central
CA-2013-158568,2013-08-30,2013-09-03,Standard Class,United States,Chicago,Illinois,60610,Central
CA-2013-158568,2013-08-30,2013-09-03,Standard Class,United States,Chicago,Illinois,60610,Central
CA-2013-158568,2013-08-30,2013-09-03,Standard Class,United States,Chicago,Illinois,60610,Central
CA-2013-129903,2013-12-02,2013-12-05,Second Class,United States,Rochester,Minnesota,55901,Central
US-2012-156867,2012-11-13,2012-11-17,Standard Class,United States,Aurora,Colorado,80013,West
US-2012-156867,2012-11-13,2012-11-17,Standard Class,United States,Aurora,Colorado,80013,West
US-2012-156867,2012-11-13,2012-11-17,Standard Class,United States,Aurora,Colorado,80013,West
CA-2014-119004,2014-11-24,2014-11-29,Standard Class,United States,Charlotte,North Carolina,28205,South
CA-2014-119004,2014-11-24,2014-11-29,Standard Class,United States,Charlotte,North Carolina,28205,South
CA-2014-119004,2014-11-24,2014-11-29,Standard Class,United States,Charlotte,North Carolina,28205,South
CA-2012-129476,2012-10-15,2012-10-20,Standard Class,United States,Orland Park,Illinois,60462,Central
CA-2014-146780,2014-12-26,2014-12-31,Standard Class,United States,New York City,New York,10035,East
CA-2013-128867,2013-11-04,2013-11-11,Standard Class,United States,Urbandale,Iowa,50322,Central
CA-2013-128867,2013-11-04,2013-11-11,Standard Class,United States,Urbandale,Iowa,50322,Central
CA-2011-115259,2011-08-25,2011-08-27,Second Class,United States,Columbus,Ohio,43229,East
CA-2011-115259,2011-08-25,2011-08-27,Second Class,United States,Columbus,Ohio,43229,East
CA-2011-115259,2011-08-25,2011-08-27,Second Class,United States,Columbus,Ohio,43229,East
CA-2011-115259,2011-08-25,2011-08-27,Second Class,United States,Columbus,Ohio,43229,East
CA-2012-110457,2012-03-02,2012-03-06,Standard Class,United States,Seattle,Washington,98103,West
US-2012-136476,2012-04-05,2012-04-10,Standard Class,United States,Bristol,Tennessee,37620,South
CA-2013-103730,2013-06-13,2013-06-16,First Class,United States,Wilmington,Delaware,19805,East
CA-2013-103730,2013-06-13,2013-06-16,First Class,United States,Wilmington,Delaware,19805,East
CA-2013-103730,2013-06-13,2013-06-16,First Class,United States,Wilmington,Delaware,19805,East
CA-2013-103730,2013-06-13,2013-06-16,First Class,United States,Wilmington,Delaware,19805,East
CA-2013-103730,2013-06-13,2013-06-16,First Class,United States,Wilmington,Delaware,19805,East
US-2011-152030,2011-12-26,2011-12-28,Second Class,United States,Houston,Texas,77041,Central
US-2011-134614,2011-09-20,2011-09-25,Standard Class,United States,Bloomington,Illinois,61701,Central
US-2014-107272,2014-11-06,2014-11-13,Standard Class,United States,Phoenix,Arizona,85023,West
US-2014-107272,2014-11-06,2014-11-13,Standard Class,United States,Phoenix,Arizona,85023,West
US-2013-125969,2013-11-07,2013-11-11,Second Class,United States,Los Angeles,California,90004,West
US-2013-125969,2013-11-07,2013-11-11,Second Class,United States,Los Angeles,California,90004,West
US-2014-164147,2014-02-03,2014-02-06,First Class,United States,Columbus,Ohio,43229,East
US-2014-164147,2014-02-03,2014-02-06,First Class,United States,Columbus,Ohio,43229,East
US-2014-164147,2014-02-03,2014-02-06,First Class,United States,Columbus,Ohio,43229,East
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-145583,2013-10-14,2013-10-20,Standard Class,United States,Roseville,California,95661,West
CA-2013-110366,2013-09-06,2013-09-08,Second Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-106180,2014-09-19,2014-09-24,Standard Class,United States,San Francisco,California,94122,West
CA-2014-106180,2014-09-19,2014-09-24,Standard Class,United States,San Francisco,California,94122,West
CA-2014-106180,2014-09-19,2014-09-24,Standard Class,United States,San Francisco,California,94122,West
CA-2014-155376,2014-12-23,2014-12-28,Standard Class,United States,Independence,Missouri,64055,Central
CA-2012-110744,2012-09-07,2012-09-12,Standard Class,United States,Pasadena,California,91104,West
CA-2011-110072,2011-10-22,2011-10-28,Standard Class,United States,Newark,Ohio,43055,East
CA-2013-114489,2013-12-06,2013-12-10,Standard Class,United States,Franklin,Wisconsin,53132,Central
CA-2013-114489,2013-12-06,2013-12-10,Standard Class,United States,Franklin,Wisconsin,53132,Central
CA-2013-114489,2013-12-06,2013-12-10,Standard Class,United States,Franklin,Wisconsin,53132,Central
CA-2013-114489,2013-12-06,2013-12-10,Standard Class,United States,Franklin,Wisconsin,53132,Central
CA-2013-158834,2013-03-14,2013-03-17,First Class,United States,Scottsdale,Arizona,85254,West
CA-2013-158834,2013-03-14,2013-03-17,First Class,United States,Scottsdale,Arizona,85254,West
CA-2012-124919,2012-05-31,2012-06-02,First Class,United States,San Jose,California,95123,West
CA-2012-124919,2012-05-31,2012-06-02,First Class,United States,San Jose,California,95123,West
CA-2012-124919,2012-05-31,2012-06-02,First Class,United States,San Jose,California,95123,West
CA-2012-118948,2012-05-28,2012-06-03,Standard Class,United States,Seattle,Washington,98105,West
CA-2011-104269,2011-03-01,2011-03-06,Second Class,United States,Seattle,Washington,98115,West
CA-2013-114104,2013-11-21,2013-11-25,Standard Class,United States,Edmond,Oklahoma,73034,Central
CA-2013-114104,2013-11-21,2013-11-25,Standard Class,United States,Edmond,Oklahoma,73034,Central
CA-2013-162733,2013-05-12,2013-05-13,First Class,United States,Los Angeles,California,90045,West
CA-2012-119697,2012-12-28,2012-12-31,Second Class,United States,Philadelphia,Pennsylvania,19134,East
CA-2013-154508,2013-11-17,2013-11-21,Standard Class,United States,Carlsbad,New Mexico,88220,West
CA-2013-113817,2013-11-08,2013-11-12,Standard Class,United States,Seattle,Washington,98115,West
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,United States,San Antonio,Texas,78207,Central
CA-2011-118962,2011-08-05,2011-08-09,Standard Class,United States,Los Angeles,California,90004,West
CA-2011-118962,2011-08-05,2011-08-09,Standard Class,United States,Los Angeles,California,90004,West
CA-2011-118962,2011-08-05,2011-08-09,Standard Class,United States,Los Angeles,California,90004,West
US-2011-100853,2011-09-14,2011-09-19,Standard Class,United States,Chicago,Illinois,60623,Central
US-2011-100853,2011-09-14,2011-09-19,Standard Class,United States,Chicago,Illinois,60623,Central
US-2014-152366,2014-04-22,2014-04-26,Second Class,United States,Houston,Texas,77036,Central
US-2012-101511,2012-11-21,2012-11-23,Second Class,United States,Newark,Ohio,43055,East
US-2012-101511,2012-11-21,2012-11-23,Second Class,United States,Newark,Ohio,43055,East
CA-2012-137225,2012-12-15,2012-12-19,Standard Class,United States,New York City,New York,10009,East
CA-2011-166191,2011-12-05,2011-12-09,Second Class,United States,Decatur,Illinois,62521,Central
CA-2011-166191,2011-12-05,2011-12-09,Second Class,United States,Decatur,Illinois,62521,Central
CA-2011-158274,2011-11-19,2011-11-24,Second Class,United States,Monroe,Louisiana,71203,South
CA-2011-158274,2011-11-19,2011-11-24,Second Class,United States,Monroe,Louisiana,71203,South
CA-2011-158274,2011-11-19,2011-11-24,Second Class,United States,Monroe,Louisiana,71203,South
CA-2013-105018,2013-11-29,2013-12-03,Standard Class,United States,Fairfield,Connecticut,6824,East
CA-2011-123260,2011-08-26,2011-08-30,Standard Class,United States,Los Angeles,California,90032,West
CA-2013-157000,2013-07-17,2013-07-23,Standard Class,United States,Grand Prairie,Texas,75051,Central
CA-2013-157000,2013-07-17,2013-07-23,Standard Class,United States,Grand Prairie,Texas,75051,Central
CA-2012-102281,2012-10-12,2012-10-14,First Class,United States,New York City,New York,10035,East
CA-2012-102281,2012-10-12,2012-10-14,First Class,United States,New York City,New York,10035,East
CA-2012-102281,2012-10-12,2012-10-14,First Class,United States,New York City,New York,10035,East
CA-2012-102281,2012-10-12,2012-10-14,First Class,United States,New York City,New York,10035,East
CA-2012-102281,2012-10-12,2012-10-14,First Class,United States,New York City,New York,10035,East
CA-2012-131457,2012-10-31,2012-11-06,Standard Class,United States,Redlands,California,92374,West
CA-2011-140004,2011-03-21,2011-03-25,Standard Class,United States,Hamilton,Ohio,45011,East
CA-2011-140004,2011-03-21,2011-03-25,Standard Class,United States,Hamilton,Ohio,45011,East
CA-2014-107720,2014-11-07,2014-11-14,Standard Class,United States,Westfield,New Jersey,7090,East
US-2014-124303,2014-07-07,2014-07-14,Standard Class,United States,Philadelphia,Pennsylvania,19120,East
US-2014-124303,2014-07-07,2014-07-14,Standard Class,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-105074,2014-06-25,2014-06-30,Standard Class,United States,Akron,Ohio,44312,East
CA-2011-133690,2011-08-03,2011-08-05,First Class,United States,Denver,Colorado,80219,West
CA-2011-133690,2011-08-03,2011-08-05,First Class,United States,Denver,Colorado,80219,West
US-2014-116701,2014-12-18,2014-12-22,Second Class,United States,Dallas,Texas,75220,Central
CA-2014-126382,2014-06-04,2014-06-08,Standard Class,United States,Franklin,Tennessee,37064,South
CA-2014-108329,2014-12-10,2014-12-15,Standard Class,United States,Whittier,California,90604,West
CA-2014-135860,2014-12-02,2014-12-08,Standard Class,United States,Saginaw,Michigan,48601,Central
CA-2014-135860,2014-12-02,2014-12-08,Standard Class,United States,Saginaw,Michigan,48601,Central
CA-2014-135860,2014-12-02,2014-12-08,Standard Class,United States,Saginaw,Michigan,48601,Central
CA-2014-135860,2014-12-02,2014-12-08,Standard Class,United States,Saginaw,Michigan,48601,Central
CA-2014-135860,2014-12-02,2014-12-08,Standard Class,United States,Saginaw,Michigan,48601,Central
CA-2012-101007,2012-02-09,2012-02-13,Second Class,United States,Dallas,Texas,75220,Central
CA-2012-146262,2012-01-02,2012-01-09,Standard Class,United States,Medina,Ohio,44256,East
CA-2012-146262,2012-01-02,2012-01-09,Standard Class,United States,Medina,Ohio,44256,East
CA-2012-146262,2012-01-02,2012-01-09,Standard Class,United States,Medina,Ohio,44256,East
CA-2012-146262,2012-01-02,2012-01-09,Standard Class,United States,Medina,Ohio,44256,East
CA-2012-146262,2012-01-02,2012-01-09,Standard Class,United States,Medina,Ohio,44256,East
CA-2013-130162,2013-10-29,2013-11-02,Standard Class,United States,Los Angeles,California,90032,West
CA-2013-130162,2013-10-29,2013-11-02,Standard Class,United States,Los Angeles,California,90032,West
CA-2012-169397,2012-12-24,2012-12-27,First Class,United States,Dublin,Ohio,43017,East
CA-2012-169397,2012-12-24,2012-12-27,First Class,United States,Dublin,Ohio,43017,East
CA-2012-169397,2012-12-24,2012-12-27,First Class,United States,Dublin,Ohio,43017,East
CA-2012-169397,2012-12-24,2012-12-27,First Class,United States,Dublin,Ohio,43017,East
CA-2012-169397,2012-12-24,2012-12-27,First Class,United States,Dublin,Ohio,43017,East
CA-2012-169397,2012-12-24,2012-12-27,First Class,United States,Dublin,Ohio,43017,East
CA-2012-163055,2012-08-09,2012-08-16,Standard Class,United States,Detroit,Michigan,48227,Central
CA-2012-163055,2012-08-09,2012-08-16,Standard Class,United States,Detroit,Michigan,48227,Central
CA-2012-163055,2012-08-09,2012-08-16,Standard Class,United States,Detroit,Michigan,48227,Central
US-2012-145436,2012-02-28,2012-03-04,Standard Class,United States,Columbia,Tennessee,38401,South
US-2012-145436,2012-02-28,2012-03-04,Standard Class,United States,Columbia,Tennessee,38401,South
US-2011-156216,2011-09-13,2011-09-17,Standard Class,United States,Charlotte,North Carolina,28205,South
US-2014-100930,2014-04-08,2014-04-13,Standard Class,United States,Tampa,Florida,33614,South
US-2014-100930,2014-04-08,2014-04-13,Standard Class,United States,Tampa,Florida,33614,South
US-2014-100930,2014-04-08,2014-04-13,Standard Class,United States,Tampa,Florida,33614,South
US-2014-100930,2014-04-08,2014-04-13,Standard Class,United States,Tampa,Florida,33614,South
US-2014-100930,2014-04-08,2014-04-13,Standard Class,United States,Tampa,Florida,33614,South
CA-2014-160514,2014-11-13,2014-11-17,Standard Class,United States,Santa Clara,California,95051,West
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2013-157749,2013-06-05,2013-06-10,Second Class,United States,Chicago,Illinois,60610,Central
CA-2011-131926,2011-06-01,2011-06-06,Second Class,United States,Lakeville,Minnesota,55044,Central
CA-2011-131926,2011-06-01,2011-06-06,Second Class,United States,Lakeville,Minnesota,55044,Central
CA-2011-131926,2011-06-01,2011-06-06,Second Class,United States,Lakeville,Minnesota,55044,Central
CA-2011-131926,2011-06-01,2011-06-06,Second Class,United States,Lakeville,Minnesota,55044,Central
CA-2011-131926,2011-06-01,2011-06-06,Second Class,United States,Lakeville,Minnesota,55044,Central
CA-2013-154739,2013-12-11,2013-12-16,Second Class,United States,San Francisco,California,94109,West
CA-2013-145625,2013-09-12,2013-09-18,Standard Class,United States,San Diego,California,92037,West
CA-2013-145625,2013-09-12,2013-09-18,Standard Class,United States,San Diego,California,92037,West
CA-2013-146941,2013-12-11,2013-12-14,First Class,United States,New York City,New York,10024,East
CA-2013-146941,2013-12-11,2013-12-14,First Class,United States,New York City,New York,10024,East
US-2012-159982,2012-11-28,2012-12-04,Standard Class,United States,Chicago,Illinois,60623,Central
US-2012-159982,2012-11-28,2012-12-04,Standard Class,United States,Chicago,Illinois,60623,Central
US-2012-159982,2012-11-28,2012-12-04,Standard Class,United States,Chicago,Illinois,60623,Central
US-2012-159982,2012-11-28,2012-12-04,Standard Class,United States,Chicago,Illinois,60623,Central
CA-2014-163139,2014-12-02,2014-12-04,Second Class,United States,New York City,New York,10009,East
CA-2014-163139,2014-12-02,2014-12-04,Second Class,United States,New York City,New York,10009,East
CA-2014-163139,2014-12-02,2014-12-04,Second Class,United States,New York City,New York,10009,East
US-2014-155299,2014-06-09,2014-06-13,Standard Class,United States,Pasadena,Texas,77506,Central
US-2011-106992,2011-09-19,2011-09-21,Second Class,United States,Houston,Texas,77036,Central
US-2011-106992,2011-09-19,2011-09-21,Second Class,United States,Houston,Texas,77036,Central
CA-2013-125318,2013-06-07,2013-06-14,Standard Class,United States,Chicago,Illinois,60610,Central
CA-2012-155040,2012-11-10,2012-11-15,Standard Class,United States,Brentwood,California,94513,West
CA-2014-136826,2014-06-17,2014-06-21,Standard Class,United States,Chapel Hill,North Carolina,27514,South
CA-2013-111010,2013-01-22,2013-01-28,Standard Class,United States,Morristown,New Jersey,7960,East
US-2014-145366,2014-12-10,2014-12-14,Standard Class,United States,Cincinnati,Ohio,45231,East
US-2014-145366,2014-12-10,2014-12-14,Standard Class,United States,Cincinnati,Ohio,45231,East
CA-2014-163979,2014-12-29,2015-01-03,Second Class,United States,San Francisco,California,94110,West
CA-2012-155334,2012-07-30,2012-07-31,First Class,United States,San Francisco,California,94109,West
CA-2012-155334,2012-07-30,2012-07-31,First Class,United States,San Francisco,California,94109,West
CA-2012-155334,2012-07-30,2012-07-31,First Class,United States,San Francisco,California,94109,West
CA-2014-118136,2014-09-17,2014-09-18,First Class,United States,Inglewood,California,90301,West
CA-2014-118136,2014-09-17,2014-09-18,First Class,United States,Inglewood,California,90301,West
CA-2014-132976,2014-10-14,2014-10-18,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-132976,2014-10-14,2014-10-18,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-132976,2014-10-14,2014-10-18,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-132976,2014-10-14,2014-10-18,Standard Class,United States,Philadelphia,Pennsylvania,19140,East
US-2012-161991,2012-09-26,2012-09-28,Second Class,United States,Houston,Texas,77070,Central
US-2012-161991,2012-09-26,2012-09-28,Second Class,United States,Houston,Texas,77070,Central
CA-2012-130890,2012-11-02,2012-11-06,Standard Class,United States,Los Angeles,California,90004,West
CA-2012-130883,2012-09-26,2012-10-02,Standard Class,United States,Portland,Oregon,97206,West
CA-2012-130883,2012-09-26,2012-10-02,Standard Class,United States,Portland,Oregon,97206,West
CA-2012-130883,2012-09-26,2012-10-02,Standard Class,United States,Portland,Oregon,97206,West
CA-2013-112697,2013-12-19,2013-12-21,Second Class,United States,Tamarac,Florida,33319,South
CA-2013-112697,2013-12-19,2013-12-21,Second Class,United States,Tamarac,Florida,33319,South
CA-2013-112697,2013-12-19,2013-12-21,Second Class,United States,Tamarac,Florida,33319,South
CA-2013-110772,2013-11-21,2013-11-25,Second Class,United States,Columbus,Ohio,43229,East
CA-2013-110772,2013-11-21,2013-11-25,Second Class,United States,Columbus,Ohio,43229,East
CA-2013-110772,2013-11-21,2013-11-25,Second Class,United States,Columbus,Ohio,43229,East
CA-2013-110772,2013-11-21,2013-11-25,Second Class,United States,Columbus,Ohio,43229,East
CA-2011-111451,2011-12-26,2011-12-28,First Class,United States,Colorado Springs,Colorado,80906,West
CA-2011-111451,2011-12-26,2011-12-28,First Class,United States,Colorado Springs,Colorado,80906,West
CA-2011-111451,2011-12-26,2011-12-28,First Class,United States,Colorado Springs,Colorado,80906,West
CA-2011-111451,2011-12-26,2011-12-28,First Class,United States,Colorado Springs,Colorado,80906,West
CA-2011-111451,2011-12-26,2011-12-28,First Class,United States,Colorado Springs,Colorado,80906,West
CA-2013-142545,2013-10-29,2013-11-04,Standard Class,United States,Belleville,New Jersey,7109,East
